# Snapshot of production `supabase_migrations.schema_migrations` — taken 2026-08-24, BEFORE the
# ledger repair and BEFORE `perf_advisors` was applied. 73 rows, the complete prior state.
#
# ⚠️ THIS IS NOT A DATABASE BACKUP. It is bookkeeping only: no user data, no schema objects,
# nothing that cascades. It exists so the exact prior state of the ledger can be restored by hand
# if the repair goes wrong. The children's data still has NO backup and no PITR — see
# docs/launch-plan.md (launch blocker) and docs/schema-baseline-debt.md.
#
# Columns:
#   version   the ledger key. `supabase db push` compares local filename versions against these.
#   name      informational only; push does not match on it.
#   sql_md5   md5(array_to_string(statements, E'\n'))              — the applied SQL, verbatim.
#   norm_md5  md5 of the same text with `--` comments and ALL whitespace stripped. This is what
#             pairs a ledger row to a repo file: the CLI strips leading comments when it stores a
#             migration, so a raw hash does not compare and a NAME comparison is a guess.
#
# Regenerate / verify with:
#   select version, name,
#          md5(array_to_string(statements, E'\n')) as sql_md5,
#          md5(regexp_replace(regexp_replace(array_to_string(statements, E'\n'),
#              '--[^\n]*', '', 'g'), '\s+', '', 'g')) as norm_md5
#   from supabase_migrations.schema_migrations order by version;
#
version	name	sql_md5	norm_md5
20260703014331	harden_rpc_inputs	3554539fb1be8effd7ddef50120d69e2	e5bbdce5999dd355c7f680a7f1b283b9
20260705161254	sync_session_drop_streak	320c6c0b5c4bfa211e206aba4fc2348f	13c44322a229f6bd466101374449bb56
20260705161328	drop_streak_columns	5905f95c85e18880c9df6136bd5964a0	321b7fda9941f897dc1b063536efd3ee
20260705163002	profile_role_teacher	f27e3a4ea691dfe4fdb375ae5c8c17d4	9e3d6bcb48c896371657a9af2c024609
20260705164509	diagnostic_leads	09f3f62e393be43ac742f73a03db1106	221160dddc35307ee6461d546e235f91
20260718103024	harden_invite_accept_columns	42be4571c9d40aecee1e8e10d20ac6b2	6a0183cdfbe00755a334c62b10563db5
20260721053831	auth_events	f73cbff13e02b7912da45cfef96c6148	c96c2bb5e072531fa4c286adaf5bc223
20260817142406	error_events	c1136c852c4db92ef2d92bdaaa1324bc	4d2c85b650e61a70d487e7287eb4db06
20260817174352	privacy_and_leads_hardening	12c113ea4af5f418e9173a5870ab4d66	2c6d6ab6ffe711161327eea880a972c1
20260817174723	lock_down_prune_error_events	c97c04352acfe6f6921735c19f3992dc	a8b575c46cc61fe9a4fb079cad532f53
20260817175739	revoke_public_execute_touch_grades	342353a000ecea168d56f4d772f91e19	bcf58c77c2ee60d4191d511ca2d9095a
20260820111858	sync_session_difficulty	66b44d6da902800a5c30fb8c4ed07668	67865c48e0594d9724bf734d21d28281
20260823195529	leads_retention	5b6dda1fae98b8fa283265fb7133b794	f134cd42136b23dc8990f9986fa00ee6
20260823213619	prune_diagnostic_items	1e10e80ada94bb0358793bd228d6efee	cc65fedc59fb37582ca4b270c4b41528
20260823213657	delete_lead_by_email	7022f96354bae5eacd158421dafc4fb7	686dc92aadbdba9e14a149a64a5f7ea5
20260823215352	stagger_retention_jobs	06c9a3775c0d8ac5e5d01f9d7717fe19	89443e533d533353b24ee7f12a3e4fc1
20260823221818	leads_server_only	06758f107cb905255a212efd2787ef9a	6d1cd2829de645fa6a310f1a3cd9ecdb
20260823222038	cleanup_probe_leads	77df09f8ef9ced2f768149531aad6f91	5d969700f48de06b0cd2ede2472dfa6e
20260823222545	leads_insert_restore_shape_check	036ca0a8c28c7f203694d58535083dd1	bb9e705383440f56925b768e49c831dd
